source_city,source_country,dest_city,dest_country
Salzburg,Austria,Vienna,Austria
Berlin,Germany,Klagenfurt,Austria
Berlin,Germany,Vienna,Austria
Venice,Italy,Vienna,Austria
Vienna,Austria,Bologna,Italy
Vienna,Austria,Basel,Switzerland
Vienna,Austria,Budapest,Hungary
Vienna,Austria,Cologne,Germany
Vienna,Austria,Catania,Italy
Vienna,Austria,Dnepropetrovsk,Ukraine
Vienna,Austria,Duesseldorf,Germany
Vienna,Austria,Rome,Italy
Vienna,Austria,Florence,Italy
Vienna,Austria,Frankfurt,Germany
Vienna,Austria,Graz,Austria
Vienna,Austria,Geneva,Switzerland
Vienna,Austria,Hannover,Germany
Vienna,Austria,Hamburg,Germany
Vienna,Austria,Kharkov,Ukraine
Vienna,Austria,Innsbruck,Austria
Vienna,Austria,Kiev,Ukraine
Vienna,Austria,Klagenfurt,Austria
Vienna,Austria,Krakow,Poland
Vienna,Austria,Kosice,Slovakia
Vienna,Austria,Leipzig,Germany
Vienna,Austria,London,United Kingdom
Vienna,Austria,Linz,Austria
Vienna,Austria,Lvov,Ukraine
Vienna,Austria,Munich,Germany
Vienna,Austria,Milano,Italy
Vienna,Austria,Naples,Italy
Vienna,Austria,Odessa,Ukraine
Vienna,Austria,Olbia,Italy
Vienna,Austria,Palermo,Italy
Vienna,Austria,Prague,Czech Republic
Vienna,Austria,Stuttgart,Germany
Vienna,Austria,Lamezia,Italy
Vienna,Austria,Salzburg,Austria
Vienna,Austria,Berlin,Germany
Vienna,Austria,Venice,Italy
Vienna,Austria,Warsaw,Poland
Vienna,Austria,Zurich,Switzerland
Warsaw,Poland,Vienna,Austria
Zurich,Switzerland,Vienna,Austria
Altenrhein,Switzerland,Vienna,Austria
Vienna,Austria,Altenrhein,Switzerland
Dnepropetrovsk,Ukraine,Kiev,Ukraine
Donetsk,Ukraine,Kiev,Ukraine
Rome,Italy,Kiev,Ukraine
Frankfurt,Germany,Kiev,Ukraine
Geneva,Switzerland,Kiev,Ukraine
Kharkov,Ukraine,Kiev,Ukraine
Kharkov,Ukraine,Vienna,Austria
Ivano-Frankivsk,Ukraine,Kiev,Ukraine
Kiev,Ukraine,Dnepropetrovsk,Ukraine
Kiev,Ukraine,Donetsk,Ukraine
Kiev,Ukraine,Rome,Italy
Kiev,Ukraine,Frankfurt,Germany
Kiev,Ukraine,Geneva,Switzerland
Kiev,Ukraine,Kharkov,Ukraine
Kiev,Ukraine,Ivano-Frankivsk,Ukraine
Kiev,Ukraine,London,United Kingdom
Kiev,Ukraine,Lvov,Ukraine
Kiev,Ukraine,Munich,Germany
Kiev,Ukraine,Milano,Italy
Kiev,Ukraine,Odessa,Ukraine
Kiev,Ukraine,Prague,Czech Republic
Kiev,Ukraine,Berlin,Germany
Kiev,Ukraine,Vienna,Austria
Kiev,Ukraine,Warsaw,Poland
Kiev,Ukraine,Zurich,Switzerland
London,United Kingdom,Kiev,Ukraine
Lvov,Ukraine,Kiev,Ukraine
Lvov,Ukraine,Vienna,Austria
Munich,Germany,Kiev,Ukraine
Milano,Italy,Kiev,Ukraine
Odessa,Ukraine,Kiev,Ukraine
Odessa,Ukraine,Vienna,Austria
Prague,Czech Republic,Kiev,Ukraine
Berlin,Germany,Kiev,Ukraine
Vienna,Austria,Kharkov,Ukraine
Vienna,Austria,Kiev,Ukraine
Vienna,Austria,Lvov,Ukraine
Vienna,Austria,Odessa,Ukraine
Warsaw,Poland,Kiev,Ukraine
Zurich,Switzerland,Kiev,Ukraine
Bratislava,Slovakia,Prague,Czech Republic
Budapest,Hungary,Prague,Czech Republic
Duesseldorf,Germany,Prague,Czech Republic
Rome,Italy,Prague,Czech Republic
Frankfurt,Germany,Prague,Czech Republic
Hamburg,Germany,Prague,Czech Republic
Kiev,Ukraine,Prague,Czech Republic
Kosice,Slovakia,Prague,Czech Republic
Milano,Italy,Prague,Czech Republic
Ostrava,Czech Republic,Prague,Czech Republic
Prague,Czech Republic,Bratislava,Slovakia
Prague,Czech Republic,Budapest,Hungary
Prague,Czech Republic,Duesseldorf,Germany
Prague,Czech Republic,Rome,Italy
Prague,Czech Republic,Frankfurt,Germany
Prague,Czech Republic,Hamburg,Germany
Prague,Czech Republic,Kiev,Ukraine
Prague,Czech Republic,Kosice,Slovakia
Prague,Czech Republic,Milano,Italy
Prague,Czech Republic,Ostrava,Czech Republic
Prague,Czech Republic,Berlin,Germany
Prague,Czech Republic,Warsaw,Poland
Prague,Czech Republic,Zurich,Switzerland
Berlin,Germany,Prague,Czech Republic
Warsaw,Poland,Prague,Czech Republic
Zurich,Switzerland,Prague,Czech Republic
Geneva,Switzerland,Zurich,Switzerland
Munich,Germany,Vienna,Austria
Milano,Italy,Vienna,Austria
Vienna,Austria,Munich,Germany
Vienna,Austria,Milano,Italy
Vienna,Austria,Zurich,Switzerland
Zurich,Switzerland,Geneva,Switzerland
Zurich,Switzerland,Vienna,Austria
Manchester,United Kingdom,Munich,Germany
Munich,Germany,Manchester,United Kingdom
Basel,Switzerland,Frankfurt,Germany
Basel,Switzerland,Munich,Germany
Budapest,Hungary,Frankfurt,Germany
Frankfurt,Germany,Basel,Switzerland
Munich,Germany,Basel,Switzerland
Frankfurt,Germany,Milan,Italy
Milan,Italy,Frankfurt,Germany
Manchester,United Kingdom,Munich,Germany
Munich,Germany,Manchester,United Kingdom
Bremen,Germany,Leipzig,Germany
Bremen,Germany,Vienna,Austria
Bristol,United Kingdom,Hawarden,United Kingdom
Hawarden,United Kingdom,Bristol,United Kingdom
Erfurt,Germany,London,United Kingdom
Leipzig,Germany,Bremen,Germany
London,United Kingdom,Erfurt,Germany
Vienna,Austria,Bremen,Germany
Bern,Switzerland,Cologne,Germany
Bern,Switzerland,Marina Di Campo,Italy
Bern,Switzerland,Hamburg,Germany
Bern,Switzerland,London,United Kingdom
Bern,Switzerland,Munich,Germany
Bern,Switzerland,Olbia,Italy
Bern,Switzerland,Berlin,Germany
Bern,Switzerland,Vienna,Austria
Cologne,Germany,Bern,Switzerland
Marina Di Campo,Italy,Bern,Switzerland
Hamburg,Germany,Bern,Switzerland
London,United Kingdom,Bern,Switzerland
Munich,Germany,Bern,Switzerland
Olbia,Italy,Bern,Switzerland
Berlin,Germany,Bern,Switzerland
Vienna,Austria,Bern,Switzerland
Aberdeen,United Kingdom,East Midlands,United Kingdom
Aberdeen,United Kingdom,Humberside,United Kingdom
Aberdeen,United Kingdom,Leeds,United Kingdom
Aberdeen,United Kingdom,Teesside,United Kingdom
Aberdeen,United Kingdom,Newcastle,United Kingdom
Aberdeen,United Kingdom,Norwich,United Kingdom
Aberdeen,United Kingdom,Stornoway,United Kingdom
Aberdeen,United Kingdom,Wick,United Kingdom
Birmingham,United Kingdom,Newcastle,United Kingdom
Cardiff,United Kingdom,Newcastle,United Kingdom
East Midlands,United Kingdom,Aberdeen,United Kingdom
Humberside,United Kingdom,Aberdeen,United Kingdom
Humberside,United Kingdom,Norwich,United Kingdom
Leeds,United Kingdom,Aberdeen,United Kingdom
Leeds,United Kingdom,Southampton,United Kingdom
Teesside,United Kingdom,Aberdeen,United Kingdom
Newcastle,United Kingdom,Aberdeen,United Kingdom
Newcastle,United Kingdom,Birmingham,United Kingdom
Newcastle,United Kingdom,Cardiff,United Kingdom
Norwich,United Kingdom,Aberdeen,United Kingdom
Norwich,United Kingdom,Humberside,United Kingdom
Southampton,United Kingdom,Leeds,United Kingdom
Stornoway,United Kingdom,Aberdeen,United Kingdom
Wick,United Kingdom,Aberdeen,United Kingdom
Catania,Italy,London,United Kingdom
Catania,Italy,Manchester,United Kingdom
Rome,Italy,Venice,Italy
London,United Kingdom,Catania,Italy
London,United Kingdom,Naples,Italy
London,United Kingdom,Venice,Italy
London,United Kingdom,Villafranca,Italy
Manchester,United Kingdom,Catania,Italy
Manchester,United Kingdom,Naples,Italy
Manchester,United Kingdom,Venice,Italy
Manchester,United Kingdom,Villafranca,Italy
Naples,Italy,London,United Kingdom
Naples,Italy,Manchester,United Kingdom
Venice,Italy,London,United Kingdom
Venice,Italy,Manchester,United Kingdom
Villafranca,Italy,London,United Kingdom
Villafranca,Italy,Manchester,United Kingdom
Manchester,United Kingdom,Naples,Italy
Naples,Italy,Manchester,United Kingdom
Aberdeen,United Kingdom,London,United Kingdom
Aberdeen,United Kingdom,London,United Kingdom
Alghero,Italy,Milano,Italy
Brindisi,Italy,Basel,Switzerland
Brindisi,Italy,Geneva,Switzerland
Brindisi,Italy,Milano,Italy
Belfast,United Kingdom,Birmingham,United Kingdom
Belfast,United Kingdom,Bristol,United Kingdom
Belfast,United Kingdom,Edinburgh,United Kingdom
Belfast,United Kingdom,Glasgow,United Kingdom
Belfast,United Kingdom,Krakow,Poland
Belfast,United Kingdom,London,United Kingdom
Belfast,United Kingdom,Liverpool,United Kingdom
Belfast,United Kingdom,London,United Kingdom
Belfast,United Kingdom,Manchester,United Kingdom
Belfast,United Kingdom,Newcastle,United Kingdom
Belfast,United Kingdom,London,United Kingdom
Birmingham,United Kingdom,Belfast,United Kingdom
Bologna,Italy,London,United Kingdom
Bari,Italy,London,United Kingdom
Bari,Italy,Milano,Italy
Bristol,United Kingdom,Belfast,United Kingdom
Bristol,United Kingdom,Edinburgh,United Kingdom
Bristol,United Kingdom,Rome,Italy
Bristol,United Kingdom,Glasgow,United Kingdom
Bristol,United Kingdom,Geneva,Switzerland
Bristol,United Kingdom,Inverness,United Kingdom
Bristol,United Kingdom,Krakow,Poland
Bristol,United Kingdom,Newcastle,United Kingdom
Bristol,United Kingdom,Prague,Czech Republic
Bristol,United Kingdom,Pisa,Italy
Bristol,United Kingdom,Berlin,Germany
Basel,Switzerland,Brindisi,Italy
Basel,Switzerland,Budapest,Hungary
Basel,Switzerland,Cagliari,Italy
Basel,Switzerland,Catania,Italy
Basel,Switzerland,Dresden,Germany
Basel,Switzerland,Edinburgh,United Kingdom
Basel,Switzerland,Rome,Italy
Basel,Switzerland,Hamburg,Germany
Basel,Switzerland,Krakow,Poland
Basel,Switzerland,London,United Kingdom
Basel,Switzerland,Manchester,United Kingdom
Basel,Switzerland,Naples,Italy
Basel,Switzerland,Olbia,Italy
Basel,Switzerland,Berlin,Germany
Basel,Switzerland,Venice,Italy
Budapest,Hungary,Basel,Switzerland
Budapest,Hungary,Geneva,Switzerland
Budapest,Hungary,London,United Kingdom
Budapest,Hungary,London,United Kingdom
Budapest,Hungary,Berlin,Germany
Cagliari,Italy,Basel,Switzerland
Cagliari,Italy,Geneva,Switzerland
Cagliari,Italy,Milano,Italy
Cagliari,Italy,London,United Kingdom
Cagliari,Italy,Berlin,Germany
Cologne,Germany,London,United Kingdom
Catania,Italy,Basel,Switzerland
Catania,Italy,Geneva,Switzerland
Catania,Italy,Hamburg,Germany
Catania,Italy,London,United Kingdom
Catania,Italy,London,United Kingdom
Catania,Italy,Manchester,United Kingdom
Catania,Italy,Milano,Italy
Catania,Italy,Naples,Italy
Dresden,Germany,Basel,Switzerland
Dortmund,Germany,London,United Kingdom
Duesseldorf,Germany,London,United Kingdom
Edinburgh,United Kingdom,Belfast,United Kingdom
Edinburgh,United Kingdom,Bristol,United Kingdom
Edinburgh,United Kingdom,Basel,Switzerland
Edinburgh,United Kingdom,Geneva,Switzerland
Edinburgh,United Kingdom,Hamburg,Germany
Edinburgh,United Kingdom,Krakow,Poland
Edinburgh,United Kingdom,London,United Kingdom
Edinburgh,United Kingdom,London,United Kingdom
Edinburgh,United Kingdom,Munich,Germany
Edinburgh,United Kingdom,Milano,Italy
Edinburgh,United Kingdom,Naples,Italy
Edinburgh,United Kingdom,Prague,Czech Republic
Edinburgh,United Kingdom,Southend,United Kingdom
Edinburgh,United Kingdom,London,United Kingdom
Edinburgh,United Kingdom,Berlin,Germany
Rome,Italy,Bristol,United Kingdom
Rome,Italy,Basel,Switzerland
Rome,Italy,Geneva,Switzerland
Rome,Italy,Hamburg,Germany
Rome,Italy,London,United Kingdom
Rome,Italy,Milan,Italy
Rome,Italy,Milano,Italy
Rome,Italy,Palermo,Italy
Rome,Italy,Prague,Czech Republic
Rome,Italy,Berlin,Germany
Glasgow,United Kingdom,Belfast,United Kingdom
Glasgow,United Kingdom,Bristol,United Kingdom
Glasgow,United Kingdom,London,United Kingdom
Glasgow,United Kingdom,London,United Kingdom
Glasgow,United Kingdom,London,United Kingdom
Glasgow,United Kingdom,Berlin,Germany
Geneva,Switzerland,Brindisi,Italy
Geneva,Switzerland,Bristol,United Kingdom
Geneva,Switzerland,Budapest,Hungary
Geneva,Switzerland,Cagliari,Italy
Geneva,Switzerland,Catania,Italy
Geneva,Switzerland,Edinburgh,United Kingdom
Geneva,Switzerland,Rome,Italy
Geneva,Switzerland,London,United Kingdom
Geneva,Switzerland,Liverpool,United Kingdom
Geneva,Switzerland,London,United Kingdom
Geneva,Switzerland,Manchester,United Kingdom
Geneva,Switzerland,Naples,Italy
Geneva,Switzerland,Olbia,Italy
Geneva,Switzerland,Southend,United Kingdom
Geneva,Switzerland,Berlin,Germany
Geneva,Switzerland,Venice,Italy
Hamburg,Germany,Basel,Switzerland
Hamburg,Germany,Catania,Italy
Hamburg,Germany,Edinburgh,United Kingdom
Hamburg,Germany,Rome,Italy
Hamburg,Germany,London,United Kingdom
Hamburg,Germany,London,United Kingdom
Hamburg,Germany,Manchester,United Kingdom
Hamburg,Germany,Milano,Italy
Hamburg,Germany,Naples,Italy
Hamburg,Germany,Venice,Italy
Innsbruck,Austria,London,United Kingdom
Inverness,United Kingdom,Bristol,United Kingdom
Inverness,United Kingdom,London,United Kingdom
Inverness,United Kingdom,London,United Kingdom
Krakow,Poland,Belfast,United Kingdom
Krakow,Poland,Bristol,United Kingdom
Krakow,Poland,Basel,Switzerland
Krakow,Poland,Edinburgh,United Kingdom
Krakow,Poland,London,United Kingdom
Krakow,Poland,Liverpool,United Kingdom
Krakow,Poland,Southend,United Kingdom
London,United Kingdom,Aberdeen,United Kingdom
London,United Kingdom,Belfast,United Kingdom
London,United Kingdom,Bologna,Italy
London,United Kingdom,Bari,Italy
London,United Kingdom,Basel,Switzerland
London,United Kingdom,Budapest,Hungary
London,United Kingdom,Cologne,Germany
London,United Kingdom,Catania,Italy
London,United Kingdom,Duesseldorf,Germany
London,United Kingdom,Edinburgh,United Kingdom
London,United Kingdom,Rome,Italy
London,United Kingdom,Glasgow,United Kingdom
London,United Kingdom,Geneva,Switzerland
London,United Kingdom,Hamburg,Germany
London,United Kingdom,Innsbruck,Austria
London,United Kingdom,Inverness,United Kingdom
London,United Kingdom,Krakow,Poland
London,United Kingdom,Milan,Italy
London,United Kingdom,Munich,Germany
London,United Kingdom,Milano,Italy
London,United Kingdom,Naples,Italy
London,United Kingdom,Newcastle,United Kingdom
London,United Kingdom,Olbia,Italy
London,United Kingdom,Palermo,Italy
London,United Kingdom,Prague,Czech Republic
London,United Kingdom,Pisa,Italy
London,United Kingdom,Berlin,Germany
London,United Kingdom,Venice,Italy
London,United Kingdom,Vienna,Austria
London,United Kingdom,Villafranca,Italy
London,United Kingdom,Zurich,Switzerland
Milan,Italy,Rome,Italy
Milan,Italy,London,United Kingdom
Liverpool,United Kingdom,Belfast,United Kingdom
Liverpool,United Kingdom,Geneva,Switzerland
Liverpool,United Kingdom,Krakow,Poland
Liverpool,United Kingdom,Naples,Italy
Liverpool,United Kingdom,Berlin,Germany
London,United Kingdom,Aberdeen,United Kingdom
London,United Kingdom,Belfast,United Kingdom
London,United Kingdom,Budapest,Hungary
London,United Kingdom,Catania,Italy
London,United Kingdom,Dortmund,Germany
London,United Kingdom,Edinburgh,United Kingdom
London,United Kingdom,Glasgow,United Kingdom
London,United Kingdom,Geneva,Switzerland
London,United Kingdom,Hamburg,Germany
London,United Kingdom,Inverness,United Kingdom
London,United Kingdom,Milano,Italy
London,United Kingdom,Pisa,Italy
London,United Kingdom,Berlin,Germany
London,United Kingdom,Venice,Italy
London,United Kingdom,Zurich,Switzerland
Manchester,United Kingdom,Belfast,United Kingdom
Manchester,United Kingdom,Basel,Switzerland
Manchester,United Kingdom,Catania,Italy
Manchester,United Kingdom,Geneva,Switzerland
Manchester,United Kingdom,Hamburg,Germany
Manchester,United Kingdom,Munich,Germany
Manchester,United Kingdom,Prague,Czech Republic
Manchester,United Kingdom,Berlin,Germany
Manchester,United Kingdom,Venice,Italy
Munich,Germany,Edinburgh,United Kingdom
Munich,Germany,London,United Kingdom
Munich,Germany,Manchester,United Kingdom
Munich,Germany,London,United Kingdom
Milano,Italy,Alghero,Italy
Milano,Italy,Brindisi,Italy
Milano,Italy,Bari,Italy
Milano,Italy,Cagliari,Italy
Milano,Italy,Catania,Italy
Milano,Italy,Edinburgh,United Kingdom
Milano,Italy,Rome,Italy
Milano,Italy,Hamburg,Germany
Milano,Italy,London,United Kingdom
Milano,Italy,London,United Kingdom
Milano,Italy,Naples,Italy
Milano,Italy,Olbia,Italy
Milano,Italy,Palermo,Italy
Milano,Italy,Prague,Czech Republic
Milano,Italy,Lamezia,Italy
Milano,Italy,Berlin,Germany
Naples,Italy,Basel,Switzerland
Naples,Italy,Catania,Italy
Naples,Italy,Edinburgh,United Kingdom
Naples,Italy,Geneva,Switzerland
Naples,Italy,Hamburg,Germany
Naples,Italy,London,United Kingdom
Naples,Italy,Liverpool,United Kingdom
Naples,Italy,Milano,Italy
Naples,Italy,London,United Kingdom
Naples,Italy,Berlin,Germany
Naples,Italy,Venice,Italy
Newcastle,United Kingdom,Belfast,United Kingdom
Newcastle,United Kingdom,Bristol,United Kingdom
Newcastle,United Kingdom,London,United Kingdom
Olbia,Italy,Basel,Switzerland
Olbia,Italy,Geneva,Switzerland
Olbia,Italy,London,United Kingdom
Olbia,Italy,Milano,Italy
Olbia,Italy,Berlin,Germany
Palermo,Italy,Rome,Italy
Palermo,Italy,London,United Kingdom
Palermo,Italy,Milano,Italy
Prague,Czech Republic,Bristol,United Kingdom
Prague,Czech Republic,Edinburgh,United Kingdom
Prague,Czech Republic,Rome,Italy
Prague,Czech Republic,London,United Kingdom
Prague,Czech Republic,Manchester,United Kingdom
Prague,Czech Republic,Milano,Italy
Prague,Czech Republic,London,United Kingdom
Pisa,Italy,Bristol,United Kingdom
Pisa,Italy,London,United Kingdom
Pisa,Italy,London,United Kingdom
Pisa,Italy,Berlin,Germany
Southend,United Kingdom,Edinburgh,United Kingdom
Southend,United Kingdom,Geneva,Switzerland
Southend,United Kingdom,Krakow,Poland
Southend,United Kingdom,Berlin,Germany
Southend,United Kingdom,Venice,Italy
London,United Kingdom,Belfast,United Kingdom
London,United Kingdom,Cagliari,Italy
London,United Kingdom,Edinburgh,United Kingdom
London,United Kingdom,Glasgow,United Kingdom
London,United Kingdom,Munich,Germany
London,United Kingdom,Naples,Italy
London,United Kingdom,Prague,Czech Republic
Lamezia,Italy,Milano,Italy
Berlin,Germany,Bristol,United Kingdom
Berlin,Germany,Basel,Switzerland
Berlin,Germany,Budapest,Hungary
Berlin,Germany,Cagliari,Italy
Berlin,Germany,Edinburgh,United Kingdom
Berlin,Germany,Rome,Italy
Berlin,Germany,Glasgow,United Kingdom
Berlin,Germany,Geneva,Switzerland
Berlin,Germany,London,United Kingdom
Berlin,Germany,Liverpool,United Kingdom
Berlin,Germany,London,United Kingdom
Berlin,Germany,Manchester,United Kingdom
Berlin,Germany,Milano,Italy
Berlin,Germany,Naples,Italy
Berlin,Germany,Olbia,Italy
Berlin,Germany,Pisa,Italy
Berlin,Germany,Southend,United Kingdom
Berlin,Germany,Salzburg,Austria
Berlin,Germany,Venice,Italy
Salzburg,Austria,Berlin,Germany
Venice,Italy,Basel,Switzerland
Venice,Italy,Geneva,Switzerland
Venice,Italy,Hamburg,Germany
Venice,Italy,London,United Kingdom
Venice,Italy,London,United Kingdom
Venice,Italy,Manchester,United Kingdom
Venice,Italy,Naples,Italy
Venice,Italy,Southend,United Kingdom
Venice,Italy,Berlin,Germany
Vienna,Austria,London,United Kingdom
Villafranca,Italy,London,United Kingdom
Zurich,Switzerland,London,United Kingdom
Zurich,Switzerland,London,United Kingdom
Donetsk,Ukraine,Kiev,Ukraine
Kiev,Ukraine,Donetsk,Ukraine
Kiev,Ukraine,Odessa,Ukraine
Kiev,Ukraine,Simferopol,Ukraine
Odessa,Ukraine,Kiev,Ukraine
Simferopol,Ukraine,Kiev,Ukraine
Aberdeen,United Kingdom,London,United Kingdom
Edinburgh,United Kingdom,London,United Kingdom
London,United Kingdom,Aberdeen,United Kingdom
London,United Kingdom,Edinburgh,United Kingdom
London,United Kingdom,Manchester,United Kingdom
Manchester,United Kingdom,London,United Kingdom
Rome,Italy,Lublin,Poland
Lublin,Poland,Rome,Italy
Ancona,Italy,Catania,Italy
Bari,Italy,Catania,Italy
Bari,Italy,Palermo,Italy
Bari,Italy,Venice,Italy
Bari,Italy,Villafranca,Italy
Catania,Italy,Ancona,Italy
Catania,Italy,Bari,Italy
Catania,Italy,Florence,Italy
Catania,Italy,Genoa,Italy
Catania,Italy,Venice,Italy
Florence,Italy,Catania,Italy
Florence,Italy,Palermo,Italy
Genoa,Italy,Catania,Italy
Genoa,Italy,Naples,Italy
Genoa,Italy,Olbia,Italy
Genoa,Italy,Palermo,Italy
Lampedusa,Italy,Venice,Italy
Naples,Italy,Genoa,Italy
Naples,Italy,Palermo,Italy
Olbia,Italy,Genoa,Italy
Olbia,Italy,Venice,Italy
Palermo,Italy,Bari,Italy
Palermo,Italy,Florence,Italy
Palermo,Italy,Genoa,Italy
Palermo,Italy,Naples,Italy
Palermo,Italy,Torino,Italy
Palermo,Italy,Venice,Italy
Palermo,Italy,Villafranca,Italy
Pantelleria,Italy,Venice,Italy
Reggio Calabria,Italy,Venice,Italy
Torino,Italy,Palermo,Italy
Venice,Italy,Bari,Italy
Venice,Italy,Catania,Italy
Venice,Italy,Lampedusa,Italy
Venice,Italy,Olbia,Italy
Venice,Italy,Palermo,Italy
Venice,Italy,Pantelleria,Italy
Venice,Italy,Reggio Calabria,Italy
Villafranca,Italy,Bari,Italy
Villafranca,Italy,Palermo,Italy
Manchester,United Kingdom,Munich,Germany
Munich,Germany,Manchester,United Kingdom
Aberdeen,United Kingdom,London,United Kingdom
Edinburgh,United Kingdom,London,United Kingdom
London,United Kingdom,Aberdeen,United Kingdom
London,United Kingdom,Edinburgh,United Kingdom
London,United Kingdom,Manchester,United Kingdom
Manchester,United Kingdom,London,United Kingdom
Manchester,United Kingdom,Munich,Germany
Munich,Germany,Manchester,United Kingdom
Bari,Italy,Florence,Italy
Cagliari,Italy,Florence,Italy
Catania,Italy,Rome,Italy
Catania,Italy,Florence,Italy
Rome,Italy,Catania,Italy
Rome,Italy,Prague,Czech Republic
Florence,Italy,Bari,Italy
Florence,Italy,Cagliari,Italy
Florence,Italy,Catania,Italy
Florence,Italy,London,United Kingdom
Florence,Italy,Palermo,Italy
Florence,Italy,Berlin,Germany
London,United Kingdom,Florence,Italy
Palermo,Italy,Florence,Italy
Prague,Czech Republic,Rome,Italy
Berlin,Germany,Florence,Italy
Bremen,Germany,Munster,Germany
Bremen,Germany,Zurich,Switzerland
Munster,Germany,Bremen,Germany
Munster,Germany,Stuttgart,Germany
Munster,Germany,Zurich,Switzerland
Mannheim,Germany,Berlin,Germany
Stuttgart,Germany,Munster,Germany
Berlin,Germany,Mannheim,Germany
Zurich,Switzerland,Bremen,Germany
Zurich,Switzerland,Munster,Germany
Bergamo,Italy,Gdansk,Poland
Bergamo,Italy,Katowice,Poland
Bergamo,Italy,Prague,Czech Republic
Bergamo,Italy,Warsaw,Poland
Bari,Italy,Budapest,Hungary
Bari,Italy,Prague,Czech Republic
Budapest,Hungary,Bari,Italy
Budapest,Hungary,Catania,Italy
Budapest,Hungary,Dortmund,Germany
Budapest,Hungary,Rome,Italy
Budapest,Hungary,Hahn,Germany
Budapest,Hungary,Kiev,Ukraine
Budapest,Hungary,London,United Kingdom
Budapest,Hungary,Milano,Italy
Budapest,Hungary,Naples,Italy
Budapest,Hungary,Warsaw,Poland
Cologne,Germany,Gdansk,Poland
Cologne,Germany,Katowice,Poland
Rome,Italy,Katowice,Poland
Catania,Italy,Budapest,Hungary
Debrecen,Hungary,London,United Kingdom
"Doncaster, Sheffield",United Kingdom,Gdansk,Poland
"Doncaster, Sheffield",United Kingdom,Katowice,Poland
"Doncaster, Sheffield",United Kingdom,Poznan,Poland
"Doncaster, Sheffield",United Kingdom,Warsaw,Poland
"Doncaster, Sheffield",United Kingdom,Wroclaw,Poland
Dortmund,Germany,Budapest,Hungary
Dortmund,Germany,Gdansk,Poland
Dortmund,Germany,Katowice,Poland
Rome,Italy,Budapest,Hungary
Rome,Italy,Gdansk,Poland
Rome,Italy,Prague,Czech Republic
Rome,Italy,Warsaw,Poland
Gdansk,Poland,Bergamo,Italy
Gdansk,Poland,Cologne,Germany
Gdansk,Poland,"Doncaster, Sheffield",United Kingdom
Gdansk,Poland,Dortmund,Germany
Gdansk,Poland,Rome,Italy
Gdansk,Poland,Glasgow,United Kingdom
Gdansk,Poland,Luebeck,Germany
Gdansk,Poland,Liverpool,United Kingdom
Gdansk,Poland,London,United Kingdom
Glasgow,United Kingdom,Gdansk,Poland
Glasgow,United Kingdom,Warsaw,Poland
Hahn,Germany,Budapest,Hungary
Hahn,Germany,Katowice,Poland
Kharkov,Ukraine,Warsaw,Poland
Kiev,Ukraine,Budapest,Hungary
Kiev,Ukraine,London,United Kingdom
Kosice,Slovakia,London,United Kingdom
Katowice,Poland,Bergamo,Italy
Katowice,Poland,Cologne,Germany
Katowice,Poland,Rome,Italy
Katowice,Poland,"Doncaster, Sheffield",United Kingdom
Katowice,Poland,Dortmund,Germany
Katowice,Poland,Hahn,Germany
Katowice,Poland,London,United Kingdom
Katowice,Poland,Naples,Italy
Luebeck,Germany,Gdansk,Poland
Liverpool,United Kingdom,Gdansk,Poland
Liverpool,United Kingdom,Warsaw,Poland
London,United Kingdom,Budapest,Hungary
London,United Kingdom,Debrecen,Hungary
London,United Kingdom,Gdansk,Poland
London,United Kingdom,Kiev,Ukraine
London,United Kingdom,Kosice,Slovakia
London,United Kingdom,Katowice,Poland
London,United Kingdom,Lublin,Poland
London,United Kingdom,Poznan,Poland
London,United Kingdom,Prague,Czech Republic
London,United Kingdom,Warsaw,Poland
London,United Kingdom,Wroclaw,Poland
Lublin,Poland,London,United Kingdom
Milano,Italy,Budapest,Hungary
Naples,Italy,Budapest,Hungary
Naples,Italy,Katowice,Poland
Naples,Italy,Prague,Czech Republic
Poznan,Poland,"Doncaster, Sheffield",United Kingdom
Poznan,Poland,London,United Kingdom
Prague,Czech Republic,Bergamo,Italy
Prague,Czech Republic,Bari,Italy
Prague,Czech Republic,Rome,Italy
Prague,Czech Republic,London,United Kingdom
Prague,Czech Republic,Naples,Italy
Prague,Czech Republic,Treviso,Italy
Treviso,Italy,Prague,Czech Republic
Warsaw,Poland,Bergamo,Italy
Warsaw,Poland,Budapest,Hungary
Warsaw,Poland,"Doncaster, Sheffield",United Kingdom
Warsaw,Poland,Rome,Italy
Warsaw,Poland,Glasgow,United Kingdom
Warsaw,Poland,Kharkov,Ukraine
Warsaw,Poland,Liverpool,United Kingdom
Warsaw,Poland,London,United Kingdom
Wroclaw,Poland,"Doncaster, Sheffield",United Kingdom
Wroclaw,Poland,London,United Kingdom
Bergamo,Italy,Kiev,Ukraine
Bergamo,Italy,Lvov,Ukraine
Cologne,Germany,Kiev,Ukraine
Dortmund,Germany,Kiev,Ukraine
Dortmund,Germany,Lvov,Ukraine
Rome,Italy,Lvov,Ukraine
Memmingen,Germany,Kiev,Ukraine
Kiev,Ukraine,Bergamo,Italy
Kiev,Ukraine,Cologne,Germany
Kiev,Ukraine,Dortmund,Germany
Kiev,Ukraine,Memmingen,Germany
Kiev,Ukraine,Katowice,Poland
